ID,Case Name,Filing Year,Description,Case Categories,Principal Laws
15566,Energy Policy Advocates v. Ellison,2021,"Lawsuit to compel the Minnesota Attorney General's production of records, including correspondence between attorney general staff members and two law professors, allegedly related to the State's lawsuit against fossil fuel industry defendants.",State Law Claims>Freedom of Information/Public Records,Energy Policy Advocates v. Ellison
15575,Waterkeepers Chesapeake v. Federal Energy Regulatory Commission,2021,"Challenge to FERC's issuance of a new 50-year license for the Conowingo Hydroelectric Project in Maryland, including for failure to supplement the NEPA analysis to consider new information on climate change.",Federal Statutory Claims>Clean Water Act|Federal Statutory Claims>NEPA|Federal Statutory Claims>Other Statutes and Regulations,Waterkeepers Chesapeake v. Federal Energy Regulatory Commission
15653,"Space Age Fuel, Inc. v. Brown",2020,Constitutional challenge to governor's executive order directing state agencies to take actions to reduce greenhouse gas emissions.,State Law Claims>Industry Lawsuits,"Space Age Fuel, Inc. v. Brown"
15661,Sierra Club v. Federal Energy Regulatory Commission,2020,"Challenge to FERC authorization for the Southgate Project, which would carry gas from the terminus of Mountain Valley's Mainline to a local distribution system in North Carolina, including for failing to consider impacts of climate change.",Adaptation>Reverse Impact Assessment|Federal Statutory Claims>NEPA|Federal Statutory Claims>Other Statutes and Regulations,Sierra Club v. Federal Energy Regulatory Commission
15833,Berka v. U.S. Nuclear Regulatory Commission,2021,"Challenge to the Nuclear Regulatory Commission’s denial of a petition “that would permit shuttered nuclear power reactors to re-start and be returned to service, essentially ‘as they were,’ without the need for excessively costly upgrades.”",Federal Statutory Claims>Other Statutes and Regulations,Berka v. U.S. Nuclear Regulatory Commission
15838,Atlantic Salmon Federation v. Merimil LP,2021,Citizen suit alleging operations of four hydroelectric dams in Maine resulted in unlawful taking of Atlantic salmon.,Federal Statutory Claims>Endangered Species Act and Other Wildlife Protection Statutes,Atlantic Salmon Federation v. Merimil LP
15845,In re Maui Electric Co.,2021,Challenge to Public Utilities Commission’s approval of a power purchase agreement for a utility to purchase renewable energy from a solar-plus-battery plant. ,State Law Claims>Utility Regulation,In re Maui Electric Co.
15848,Keep the North Shore Country v. Board of Land &amp; Natural Resources,2019,Challenge to the Hawai'i Board of Land and Natural Resources’ approval of a habitat conservation plan for an eight-turbine wind power plant. ,State Law Claims>Environmentalist Lawsuits,Keep the North Shore Country v. Board of Land &amp; Natural Resources
15851,League to Save Lake Tahoe Mountain Area Preservation Foundation v. County of Placer,2016,Challenge to Placer County's environmental review for a land use specific plan and rezoning to allow residential and commercial development and preserve forest land near Truckee and Lake Tahoe.,State Law Claims>State Impact Assessment Laws,League to Save Lake Tahoe Mountain Area Preservation Foundation v. County of Placer
15854,Northern California Environmental Defense Center v. City of Chico,2018,Challenge to City of Chico's determination that a mixed-use project on 313 acres was consistent with the City’s 2030 General Plan. ,State Law Claims>Environmentalist Lawsuits,Northern California Environmental Defense Center v. City of Chico
15858,City of Quincy v. Massachusetts Department of Environmental Protection,2021,Challenge to Massachusetts Wetlands Protection Act approvals for the proposed reconstruction of a bridge between Moon Island in Quincy Bay and Long Island in Boston. ,State Law Claims>Environmentalist Lawsuits,City of Quincy v. Massachusetts Department of Environmental Protection
15862,Texas v. EPA,2022,Challenges to EPA’s December 2021 promulgation of “Revised 2023 and Later Model Year Light-Duty Vehicle Greenhouse Gas Emissions Standards.”,Federal Statutory Claims>Clean Air Act>Industry Lawsuits>Federal Vehicle Standards,Texas v. EPA
15865,Eagle County v. Surface Transportation Board,2022,Challenge to a Surface Transportation Board decision approving construction and operation of an 85-mile rail line in Utah.,Federal Statutory Claims>NEPA|Federal Statutory Claims>Other Statutes and Regulations,Eagle County v. Surface Transportation Board
15868,Layla H. v. Commonwealth,2022,Lawsuit alleging that the permitting of fossil fuel infrastructure by Virginia and Virginia agencies and officials violated youth plaintiffs' rights under the Virginia Constitution.,State Law Claims>Environmentalist Lawsuits|Public Trust Claims,Layla H. v. Commonwealth
15872,Center for Biological Diversity v. EPA,2022,Lawsuit alleging that EPA and other federal agencies violated the Endangered Species Act by failing to ensure that EPA approval of Washington's limits on aquatic cyanide would not jeopardize survival and recovery of endangered species.,Federal Statutory Claims>Endangered Species Act and Other Wildlife Protection Statutes,Center for Biological Diversity v. EPA
15875,Cottonwood Environmental Law Center v. Erickson,2022,"Challenge to revised Custer Gallatin National Forest Plan, including for failure to take a hard look at the impacts of logging when combined with climate change.",Federal Statutory Claims>NEPA,Cottonwood Environmental Law Center v. Erickson
15878,Center for Biological Diversity v. U.S. Fish &amp; Wildlife Service,2022,Lawsuit to compel the U.S. Fish and Wildlife Service to propose a rule to revise the Florida manatee’s critical habitat. ,Federal Statutory Claims>Endangered Species Act and Other Wildlife Protection Statutes,Center for Biological Diversity v. U.S. Fish &amp; Wildlife Service
15882,Neronha v. Rhode Island Division of Public Utilities &amp; Carriers,2022,Rhode Island Attorney General's challenge to the sale of the Narragansett Electric Company.,State Law Claims>Utility Regulation,Neronha v. Rhode Island Division of Public Utilities &amp; Carriers
15884,EmpowerNJ v. Department of Environmental Protection,2022,Challenge to denial of rulemaking petition requesting that the New Jersey Department of Environmental Protection adopt rules setting a 2030 greenhouse gas emissions reduction target 50% below 2005 levels and taking other actions.,State Law Claims>Environmentalist Lawsuits,EmpowerNJ v. Department of Environmental Protection
16077,Klamath Siskiyou Wildlands Center v. U.S. Fish &amp; Wildlife Service,2021,Challenge to biological opinions assessing the likely effects of proposed Bureau of Land Management forest management projects on the Northern Spotted Owl and its critical habitat.,Federal Statutory Claims>Endangered Species Act and Other Wildlife Protection Statutes,Klamath Siskiyou Wildlands Center v. U.S. Fish &amp; Wildlife Service
16081,Housatonic River Initiative v. EPA,2021,Petition for review of corrective action permit imposing remediation requirements for polychlorinated biphenyls in the Housatonic River in Massachusetts and Connecticut that raised concerns regarding future climate change effects at disposal sites. ,Adaptation>Actions seeking adaptation measures|Federal Statutory Claims>Other Statutes and Regulations,Housatonic River Initiative v. EPA
16084,"Wilkey v. WED Portsmouth One, LLC",2021,Lawsuit alleging that wind turbine constituted a public and private nuisance.,State Law Claims>Other Types of State Law Cases,"Wilkey v. WED Portsmouth One, LLC"
16087,Natalie R. v. State,2022,Lawsuit brought by youth plaintiffs against State of Utah and State defendants claiming that the State's fossil fuel development policies violate the plaintiffs' substantive due process rights.,State Law Claims>Environmentalist Lawsuits,Natalie R. v. State
16090,Protect the Public’s Trust v. U.S. Department of State,2022,FOIA lawsuit seeking communications and meeting requests involving a senior advisor to the Special Presidential Envoy for Climate.,Federal Statutory Claims>Freedom of Information Act>Lawsuits Brought by Plaintiffs Aligned with Industry Interests,Protect the Public’s Trust v. U.S. Department of State
16093,"835 Hinesburg Road, LLC v. City of South Burlington",2022,Constitutional challenge to South Burlington land use regulations.,State Law Claims>Other Types of State Law Cases|Constitutional Claims>Fifth Amendment|Constitutional Claims>Fourteenth Amendment,"835 Hinesburg Road, LLC v. City of South Burlington"
16097,Pembroke Environmental Justice Coalition v. Illinois Commerce Commission,2022,Challenge to certificate of public convenience and necessity for a natural gas pipeline in a rural area of Illinois.,State Law Claims>Utility Regulation,Pembroke Environmental Justice Coalition v. Illinois Commerce Commission
16100,West Oakland Environmental Indicators Project v. Port of Oakland,2022,Challenge to the Port of Oakland’s approval of the Eagle Rock Aggregates Oakland Terminal Project and the environmental review of the project.,State Law Claims>State Impact Assessment Laws,West Oakland Environmental Indicators Project v. Port of Oakland
